Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Transcript type
ENSRNOG00000046216,ENSRNOG00000046216.2,ENSRNOT00000083683,ENSRNOT00000083683.1,protein_coding
ENSRNOG00000046216,ENSRNOG00000046216.2,ENSRNOT00000074003,ENSRNOT00000074003.2,protein_coding
ENSRNOG00000020865,ENSRNOG00000020865.7,ENSRNOT00000090653,ENSRNOT00000090653.1,protein_coding
ENSRNOG00000020865,ENSRNOG00000020865.7,ENSRNOT00000028329,ENSRNOT00000028329.4,protein_coding
ENSRNOG00000059506,ENSRNOG00000059506.1,ENSRNOT00000084156,ENSRNOT00000084156.1,pseudogene
ENSRNOG00000053354,ENSRNOG00000053354.1,ENSRNOT00000084615,ENSRNOT00000084615.1,snoRNA
ENSRNOG00000054569,ENSRNOG00000054569.1,ENSRNOT00000087199,ENSRNOT00000087199.1,protein_coding
ENSRNOG00000021338,ENSRNOG00000021338.4,ENSRNOT00000028971,ENSRNOT00000028971.4,protein_coding
ENSRNOG00000032325,ENSRNOG00000032325.1,ENSRNOT00000051053,ENSRNOT00000051053.1,protein_coding
ENSRNOG00000059082,ENSRNOG00000059082.1,ENSRNOT00000088388,ENSRNOT00000088388.1,lincRNA
ENSRNOG00000018928,ENSRNOG00000018928.5,ENSRNOT00000025586,ENSRNOT00000025586.5,protein_coding
ENSRNOG00000047893,ENSRNOG00000047893.1,ENSRNOT00000073083,ENSRNOT00000073083.1,pseudogene
ENSRNOG00000054949,ENSRNOG00000054949.1,ENSRNOT00000080679,ENSRNOT00000080679.1,lincRNA
ENSRNOG00000054949,ENSRNOG00000054949.1,ENSRNOT00000077252,ENSRNOT00000077252.1,lincRNA
ENSRNOG00000020103,ENSRNOG00000020103.2,ENSRNOT00000027229,ENSRNOT00000027229.2,protein_coding
ENSRNOG00000019685,ENSRNOG00000019685.6,ENSRNOT00000026688,ENSRNOT00000026688.6,protein_coding
ENSRNOG00000008464,ENSRNOG00000008464.2,ENSRNOT00000011188,ENSRNOT00000011188.2,protein_coding
ENSRNOG00000013507,ENSRNOG00000013507.7,ENSRNOT00000018248,ENSRNOT00000018248.6,protein_coding
ENSRNOG00000013507,ENSRNOG00000013507.7,ENSRNOT00000084662,ENSRNOT00000084662.1,protein_coding
ENSRNOG00000039808,ENSRNOG00000039808.2,ENSRNOT00000061079,ENSRNOT00000061079.2,protein_coding
ENSRNOG00000061796,ENSRNOG00000061796.1,ENSRNOT00000086017,ENSRNOT00000086017.1,lincRNA
ENSRNOG00000002292,ENSRNOG00000002292.8,ENSRNOT00000047840,ENSRNOT00000047840.5,protein_coding
ENSRNOG00000002292,ENSRNOG00000002292.8,ENSRNOT00000003173,ENSRNOT00000003173.7,protein_coding
ENSRNOG00000002292,ENSRNOG00000002292.8,ENSRNOT00000003158,ENSRNOT00000003158.6,protein_coding
ENSRNOG00000023403,ENSRNOG00000023403.6,ENSRNOT00000060355,ENSRNOT00000060355.4,protein_coding
ENSRNOG00000029592,ENSRNOG00000029592.5,ENSRNOT00000044236,ENSRNOT00000044236.5,protein_coding
ENSRNOG00000055447,ENSRNOG00000055447.1,ENSRNOT00000085531,ENSRNOT00000085531.1,lincRNA
ENSRNOG00000020597,ENSRNOG00000020597.6,ENSRNOT00000027956,ENSRNOT00000027956.6,protein_coding
ENSRNOG00000020109,ENSRNOG00000020109.7,ENSRNOT00000027242,ENSRNOT00000027242.5,protein_coding
ENSRNOG00000059955,ENSRNOG00000059955.1,ENSRNOT00000078097,ENSRNOT00000078097.1,protein_coding
ENSRNOG00000001908,ENSRNOG00000001908.6,ENSRNOT00000002617,ENSRNOT00000002617.6,protein_coding
ENSRNOG00000055854,ENSRNOG00000055854.1,ENSRNOT00000079302,ENSRNOT00000079302.1,lincRNA
ENSRNOG00000025539,ENSRNOG00000025539.6,ENSRNOT00000014800,ENSRNOT00000014800.7,protein_coding
ENSRNOG00000059180,ENSRNOG00000059180.1,ENSRNOT00000080572,ENSRNOT00000080572.1,lincRNA
ENSRNOG00000009072,ENSRNOG00000009072.6,ENSRNOT00000044978,ENSRNOT00000044978.4,processed_pseudogene
ENSRNOG00000023256,ENSRNOG00000023256.4,ENSRNOT00000033752,ENSRNOT00000033752.4,protein_coding
ENSRNOG00000053904,ENSRNOG00000053904.1,ENSRNOT00000083559,ENSRNOT00000083559.1,lincRNA
ENSRNOG00000046187,ENSRNOG00000046187.1,ENSRNOT00000075087,ENSRNOT00000075087.1,protein_coding
ENSRNOG00000055278,ENSRNOG00000055278.1,ENSRNOT00000077174,ENSRNOT00000077174.1,lincRNA
ENSRNOG00000012422,ENSRNOG00000012422.7,ENSRNOT00000016799,ENSRNOT00000016799.4,protein_coding
ENSRNOG00000012422,ENSRNOG00000012422.7,ENSRNOT00000086399,ENSRNOT00000086399.1,protein_coding
ENSRNOG00000000505,ENSRNOG00000000505.7,ENSRNOT00000000603,ENSRNOT00000000603.7,protein_coding
ENSRNOG00000054027,ENSRNOG00000054027.1,ENSRNOT00000077802,ENSRNOT00000077802.1,lincRNA
ENSRNOG00000021792,ENSRNOG00000021792.5,ENSRNOT00000034525,ENSRNOT00000034525.5,protein_coding
ENSRNOG00000060089,ENSRNOG00000060089.1,ENSRNOT00000083565,ENSRNOT00000083565.1,protein_coding
ENSRNOG00000019898,ENSRNOG00000019898.2,ENSRNOT00000026924,ENSRNOT00000026924.2,protein_coding
ENSRNOG00000013162,ENSRNOG00000013162.4,ENSRNOT00000017567,ENSRNOT00000017567.4,protein_coding
ENSRNOG00000016833,ENSRNOG00000016833.7,ENSRNOT00000085303,ENSRNOT00000085303.1,protein_coding
ENSRNOG00000016833,ENSRNOG00000016833.7,ENSRNOT00000023342,ENSRNOT00000023342.3,protein_coding
ENSRNOG00000053983,ENSRNOG00000053983.1,ENSRNOT00000079409,ENSRNOT00000079409.1,lincRNA
ENSRNOG00000011667,ENSRNOG00000011667.6,ENSRNOT00000064893,ENSRNOT00000064893.1,protein_coding
ENSRNOG00000005618,ENSRNOG00000005618.3,ENSRNOT00000007544,ENSRNOT00000007544.3,protein_coding
ENSRNOG00000060526,ENSRNOG00000060526.1,ENSRNOT00000088554,ENSRNOT00000088554.1,lincRNA
ENSRNOG00000024093,ENSRNOG00000024093.4,ENSRNOT00000038972,ENSRNOT00000038972.4,protein_coding
ENSRNOG00000052269,ENSRNOG00000052269.1,ENSRNOT00000086405,ENSRNOT00000086405.1,protein_coding
ENSRNOG00000053557,ENSRNOG00000053557.1,ENSRNOT00000090085,ENSRNOT00000090085.1,protein_coding
ENSRNOG00000032088,ENSRNOG00000032088.4,ENSRNOT00000047160,ENSRNOT00000047160.2,protein_coding
ENSRNOG00000053688,ENSRNOG00000053688.1,ENSRNOT00000079431,ENSRNOT00000079431.1,protein_coding
ENSRNOG00000032889,ENSRNOG00000032889.3,ENSRNOT00000044868,ENSRNOT00000044868.3,protein_coding
ENSRNOG00000060746,ENSRNOG00000060746.1,ENSRNOT00000079277,ENSRNOT00000079277.1,protein_coding
ENSRNOG00000018220,ENSRNOG00000018220.7,ENSRNOT00000087026,ENSRNOT00000087026.1,protein_coding
ENSRNOG00000018220,ENSRNOG00000018220.7,ENSRNOT00000024900,ENSRNOT00000024900.6,protein_coding
ENSRNOG00000018220,ENSRNOG00000018220.7,ENSRNOT00000088041,ENSRNOT00000088041.1,protein_coding
ENSRNOG00000047512,ENSRNOG00000047512.2,ENSRNOT00000072272,ENSRNOT00000072272.2,protein_coding
ENSRNOG00000032374,ENSRNOG00000032374.3,ENSRNOT00000049729,ENSRNOT00000049729.3,protein_coding
ENSRNOG00000016066,ENSRNOG00000016066.5,ENSRNOT00000021801,ENSRNOT00000021801.5,protein_coding
ENSRNOG00000004697,ENSRNOG00000004697.7,ENSRNOT00000006411,ENSRNOT00000006411.6,protein_coding
ENSRNOG00000040284,ENSRNOG00000040284.1,ENSRNOT00000062001,ENSRNOT00000062001.1,protein_coding
ENSRNOG00000028255,ENSRNOG00000028255.6,ENSRNOT00000064450,ENSRNOT00000064450.3,protein_coding
ENSRNOG00000028255,ENSRNOG00000028255.6,ENSRNOT00000084055,ENSRNOT00000084055.1,protein_coding
ENSRNOG00000054863,ENSRNOG00000054863.1,ENSRNOT00000083046,ENSRNOT00000083046.1,protein_coding
ENSRNOG00000054863,ENSRNOG00000054863.1,ENSRNOT00000085609,ENSRNOT00000085609.1,protein_coding
ENSRNOG00000013290,ENSRNOG00000013290.5,ENSRNOT00000065288,ENSRNOT00000065288.1,protein_coding
ENSRNOG00000006731,ENSRNOG00000006731.5,ENSRNOT00000008837,ENSRNOT00000008837.5,protein_coding
ENSRNOG00000001770,ENSRNOG00000001770.4,ENSRNOT00000002410,ENSRNOT00000002410.4,protein_coding
ENSRNOG00000020667,ENSRNOG00000020667.7,ENSRNOT00000077236,ENSRNOT00000077236.1,protein_coding
ENSRNOG00000020667,ENSRNOG00000020667.7,ENSRNOT00000056199,ENSRNOT00000056199.2,protein_coding
ENSRNOG00000058613,ENSRNOG00000058613.1,ENSRNOT00000090425,ENSRNOT00000090425.1,protein_coding
ENSRNOG00000028427,ENSRNOG00000028427.4,ENSRNOT00000033244,ENSRNOT00000033244.4,processed_pseudogene
ENSRNOG00000023427,ENSRNOG00000023427.2,ENSRNOT00000033233,ENSRNOT00000033233.2,protein_coding
ENSRNOG00000000282,ENSRNOG00000000282.5,ENSRNOT00000041975,ENSRNOT00000041975.3,protein_coding
ENSRNOG00000022039,ENSRNOG00000022039.6,ENSRNOT00000033670,ENSRNOT00000033670.6,protein_coding
ENSRNOG00000019556,ENSRNOG00000019556.7,ENSRNOT00000026633,ENSRNOT00000026633.7,protein_coding
ENSRNOG00000013048,ENSRNOG00000013048.7,ENSRNOT00000067725,ENSRNOT00000067725.2,protein_coding
ENSRNOG00000013048,ENSRNOG00000013048.7,ENSRNOT00000088167,ENSRNOT00000088167.1,protein_coding
ENSRNOG00000032995,ENSRNOG00000032995.3,ENSRNOT00000049187,ENSRNOT00000049187.3,protein_coding
ENSRNOG00000008632,ENSRNOG00000008632.7,ENSRNOT00000011622,ENSRNOT00000011622.7,protein_coding
ENSRNOG00000006824,ENSRNOG00000006824.6,ENSRNOT00000008962,ENSRNOT00000008962.6,protein_coding
ENSRNOG00000059282,ENSRNOG00000059282.1,ENSRNOT00000080898,ENSRNOT00000080898.1,protein_coding
ENSRNOG00000018359,ENSRNOG00000018359.4,ENSRNOT00000024831,ENSRNOT00000024831.4,protein_coding
ENSRNOG00000017939,ENSRNOG00000017939.6,ENSRNOT00000068745,ENSRNOT00000068745.3,protein_coding
ENSRNOG00000011027,ENSRNOG00000011027.5,ENSRNOT00000015240,ENSRNOT00000015240.5,protein_coding
ENSRNOG00000030019,ENSRNOG00000030019.4,ENSRNOT00000040430,ENSRNOT00000040430.4,protein_coding
ENSRNOG00000025794,ENSRNOG00000025794.5,ENSRNOT00000033201,ENSRNOT00000033201.5,protein_coding
ENSRNOG00000012271,ENSRNOG00000012271.5,ENSRNOT00000016563,ENSRNOT00000016563.5,protein_coding
ENSRNOG00000004470,ENSRNOG00000004470.3,ENSRNOT00000006106,ENSRNOT00000006106.3,protein_coding
ENSRNOG00000008153,ENSRNOG00000008153.6,ENSRNOT00000010792,ENSRNOT00000010792.6,protein_coding
ENSRNOG00000056688,ENSRNOG00000056688.1,ENSRNOT00000088211,ENSRNOT00000088211.1,protein_coding
ENSRNOG00000009642,ENSRNOG00000009642.3,ENSRNOT00000012847,ENSRNOT00000012847.3,protein_coding
ENSRNOG00000061321,ENSRNOG00000061321.1,ENSRNOT00000089291,ENSRNOT00000089291.1,pseudogene
ENSRNOG00000000825,ENSRNOG00000000825.6,ENSRNOT00000057313,ENSRNOT00000057313.4,protein_coding
ENSRNOG00000049650,ENSRNOG00000049650.2,ENSRNOT00000045865,ENSRNOT00000045865.3,protein_coding
ENSRNOG00000004488,ENSRNOG00000004488.3,ENSRNOT00000005953,ENSRNOT00000005953.3,protein_coding
ENSRNOG00000031840,ENSRNOG00000031840.1,ENSRNOT00000049635,ENSRNOT00000049635.1,protein_coding
ENSRNOG00000002653,ENSRNOG00000002653.7,ENSRNOT00000003684,ENSRNOT00000003684.5,protein_coding
ENSRNOG00000002653,ENSRNOG00000002653.7,ENSRNOT00000077282,ENSRNOT00000077282.1,protein_coding
ENSRNOG00000005781,ENSRNOG00000005781.5,ENSRNOT00000007822,ENSRNOT00000007822.4,protein_coding
ENSRNOG00000020832,ENSRNOG00000020832.4,ENSRNOT00000028263,ENSRNOT00000028263.4,protein_coding
ENSRNOG00000010733,ENSRNOG00000010733.6,ENSRNOT00000065456,ENSRNOT00000065456.1,protein_coding
ENSRNOG00000037341,ENSRNOG00000037341.2,ENSRNOT00000056498,ENSRNOT00000056498.2,protein_coding
ENSRNOG00000020889,ENSRNOG00000020889.7,ENSRNOT00000028390,ENSRNOT00000028390.5,protein_coding
ENSRNOG00000001623,ENSRNOG00000001623.7,ENSRNOT00000041177,ENSRNOT00000041177.5,protein_coding
ENSRNOG00000007899,ENSRNOG00000007899.3,ENSRNOT00000010425,ENSRNOT00000010425.3,protein_coding
ENSRNOG00000057734,ENSRNOG00000057734.1,ENSRNOT00000077158,ENSRNOT00000077158.1,protein_coding
ENSRNOG00000023908,ENSRNOG00000023908.5,ENSRNOT00000039603,ENSRNOT00000039603.5,protein_coding
ENSRNOG00000014107,ENSRNOG00000014107.4,ENSRNOT00000018891,ENSRNOT00000018891.4,protein_coding
ENSRNOG00000055527,ENSRNOG00000055527.1,ENSRNOT00000084438,ENSRNOT00000084438.1,protein_coding
ENSRNOG00000055527,ENSRNOG00000055527.1,ENSRNOT00000080097,ENSRNOT00000080097.1,protein_coding
ENSRNOG00000008398,ENSRNOG00000008398.6,ENSRNOT00000011102,ENSRNOT00000011102.6,protein_coding
ENSRNOG00000007735,ENSRNOG00000007735.3,ENSRNOT00000010551,ENSRNOT00000010551.3,protein_coding
ENSRNOG00000010077,ENSRNOG00000010077.7,ENSRNOT00000066598,ENSRNOT00000066598.2,protein_coding
ENSRNOG00000017090,ENSRNOG00000017090.7,ENSRNOT00000023169,ENSRNOT00000023169.7,protein_coding
ENSRNOG00000039249,ENSRNOG00000039249.3,ENSRNOT00000045401,ENSRNOT00000045401.4,protein_coding
ENSRNOG00000054548,ENSRNOG00000054548.1,ENSRNOT00000082711,ENSRNOT00000082711.1,protein_coding
ENSRNOG00000004195,ENSRNOG00000004195.8,ENSRNOT00000005576,ENSRNOT00000005576.7,protein_coding
ENSRNOG00000054989,ENSRNOG00000054989.1,ENSRNOT00000082570,ENSRNOT00000082570.1,protein_coding
ENSRNOG00000021796,ENSRNOG00000021796.4,ENSRNOT00000032495,ENSRNOT00000032495.4,protein_coding
ENSRNOG00000024700,ENSRNOG00000024700.5,ENSRNOT00000034341,ENSRNOT00000034341.5,protein_coding
ENSRNOG00000005148,ENSRNOG00000005148.3,ENSRNOT00000006833,ENSRNOT00000006833.3,protein_coding
ENSRNOG00000007060,ENSRNOG00000007060.5,ENSRNOT00000009749,ENSRNOT00000009749.5,protein_coding
ENSRNOG00000003927,ENSRNOG00000003927.7,ENSRNOT00000005284,ENSRNOT00000005284.6,protein_coding
ENSRNOG00000016151,ENSRNOG00000016151.6,ENSRNOT00000039437,ENSRNOT00000039437.4,protein_coding
ENSRNOG00000000563,ENSRNOG00000000563.7,ENSRNOT00000090004,ENSRNOT00000090004.1,protein_coding
ENSRNOG00000000563,ENSRNOG00000000563.7,ENSRNOT00000063875,ENSRNOT00000063875.1,protein_coding
ENSRNOG00000005082,ENSRNOG00000005082.5,ENSRNOT00000007333,ENSRNOT00000007333.4,protein_coding
ENSRNOG00000014071,ENSRNOG00000014071.8,ENSRNOT00000018998,ENSRNOT00000018998.8,protein_coding
ENSRNOG00000003401,ENSRNOG00000003401.5,ENSRNOT00000004583,ENSRNOT00000004583.4,protein_coding
ENSRNOG00000060340,ENSRNOG00000060340.1,ENSRNOT00000088916,ENSRNOT00000088916.1,protein_coding
ENSRNOG00000060340,ENSRNOG00000060340.1,ENSRNOT00000078329,ENSRNOT00000078329.1,protein_coding
ENSRNOG00000007866,ENSRNOG00000007866.8,ENSRNOT00000087850,ENSRNOT00000087850.1,protein_coding
ENSRNOG00000007866,ENSRNOG00000007866.8,ENSRNOT00000047790,ENSRNOT00000047790.2,protein_coding
ENSRNOG00000019154,ENSRNOG00000019154.7,ENSRNOT00000079324,ENSRNOT00000079324.1,protein_coding
ENSRNOG00000019154,ENSRNOG00000019154.7,ENSRNOT00000068328,ENSRNOT00000068328.2,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000042230,ENSRNOT00000042230.5,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000043870,ENSRNOT00000043870.5,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000070918,ENSRNOT00000070918.3,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000046246,ENSRNOT00000046246.5,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000052367,ENSRNOT00000052367.5,protein_coding
ENSRNOG00000008479,ENSRNOG00000008479.8,ENSRNOT00000042251,ENSRNOT00000042251.5,protein_coding
ENSRNOG00000026914,ENSRNOG00000026914.7,ENSRNOT00000066508,ENSRNOT00000066508.4,protein_coding
ENSRNOG00000026914,ENSRNOG00000026914.7,ENSRNOT00000035009,ENSRNOT00000035009.6,protein_coding
ENSRNOG00000005708,ENSRNOG00000005708.7,ENSRNOT00000050137,ENSRNOT00000050137.5,protein_coding
ENSRNOG00000049860,ENSRNOG00000049860.1,ENSRNOT00000056467,ENSRNOT00000056467.2,protein_coding
ENSRNOG00000059160,ENSRNOG00000059160.1,ENSRNOT00000081495,ENSRNOT00000081495.1,protein_coding
ENSRNOG00000010560,ENSRNOG00000010560.5,ENSRNOT00000014036,ENSRNOT00000014036.5,protein_coding
ENSRNOG00000031368,ENSRNOG00000031368.2,ENSRNOT00000045415,ENSRNOT00000045415.2,protein_coding
ENSRNOG00000061603,ENSRNOG00000061603.1,ENSRNOT00000091808,ENSRNOT00000091808.1,protein_coding
ENSRNOG00000018039,ENSRNOG00000018039.6,ENSRNOT00000024357,ENSRNOT00000024357.6,protein_coding
ENSRNOG00000003673,ENSRNOG00000003673.7,ENSRNOT00000005035,ENSRNOT00000005035.7,protein_coding
ENSRNOG00000038008,ENSRNOG00000038008.2,ENSRNOT00000057820,ENSRNOT00000057820.2,protein_coding
ENSRNOG00000001216,ENSRNOG00000001216.5,ENSRNOT00000001631,ENSRNOT00000001631.5,protein_coding
ENSRNOG00000017866,ENSRNOG00000017866.5,ENSRNOT00000024066,ENSRNOT00000024066.5,protein_coding
ENSRNOG00000001436,ENSRNOG00000001436.5,ENSRNOT00000001954,ENSRNOT00000001954.3,protein_coding
ENSRNOG00000001436,ENSRNOG00000001436.5,ENSRNOT00000084730,ENSRNOT00000084730.1,protein_coding
ENSRNOG00000053449,ENSRNOG00000053449.1,ENSRNOT00000083226,ENSRNOT00000083226.1,protein_coding
ENSRNOG00000054054,ENSRNOG00000054054.1,ENSRNOT00000081643,ENSRNOT00000081643.1,protein_coding
ENSRNOG00000020923,ENSRNOG00000020923.6,ENSRNOT00000079776,ENSRNOT00000079776.1,protein_coding
ENSRNOG00000020923,ENSRNOG00000020923.6,ENSRNOT00000056436,ENSRNOT00000056436.3,protein_coding
ENSRNOG00000020923,ENSRNOG00000020923.6,ENSRNOT00000089402,ENSRNOT00000089402.1,protein_coding
ENSRNOG00000009526,ENSRNOG00000009526.2,ENSRNOT00000012629,ENSRNOT00000012629.2,protein_coding
ENSRNOG00000005522,ENSRNOG00000005522.7,ENSRNOT00000068208,ENSRNOT00000068208.2,protein_coding
ENSRNOG00000046196,ENSRNOG00000046196.2,ENSRNOT00000071226,ENSRNOT00000071226.2,protein_coding
ENSRNOG00000046196,ENSRNOG00000046196.2,ENSRNOT00000091060,ENSRNOT00000091060.1,protein_coding
ENSRNOG00000060893,ENSRNOG00000060893.1,ENSRNOT00000092213,ENSRNOT00000092213.1,protein_coding
ENSRNOG00000012141,ENSRNOG00000012141.3,ENSRNOT00000016208,ENSRNOT00000016208.3,protein_coding
ENSRNOG00000043225,ENSRNOG00000043225.3,ENSRNOT00000023999,ENSRNOT00000023999.7,protein_coding
ENSRNOG00000046858,ENSRNOG00000046858.2,ENSRNOT00000075521,ENSRNOT00000075521.2,protein_coding
ENSRNOG00000052459,ENSRNOG00000052459.1,ENSRNOT00000085552,ENSRNOT00000085552.1,protein_coding
ENSRNOG00000058767,ENSRNOG00000058767.1,ENSRNOT00000088395,ENSRNOT00000088395.1,pseudogene
ENSRNOG00000033772,ENSRNOG00000033772.5,ENSRNOT00000022194,ENSRNOT00000022194.7,protein_coding
ENSRNOG00000047874,ENSRNOG00000047874.2,ENSRNOT00000073634,ENSRNOT00000073634.2,protein_coding
ENSRNOG00000060045,ENSRNOG00000060045.1,ENSRNOT00000091117,ENSRNOT00000091117.1,protein_coding
ENSRNOG00000013346,ENSRNOG00000013346.6,ENSRNOT00000017995,ENSRNOT00000017995.4,protein_coding
ENSRNOG00000048941,ENSRNOG00000048941.1,ENSRNOT00000049660,ENSRNOT00000049660.1,protein_coding
ENSRNOG00000029069,ENSRNOG00000029069.3,ENSRNOT00000049651,ENSRNOT00000049651.3,protein_coding
ENSRNOG00000002959,ENSRNOG00000002959.7,ENSRNOT00000003971,ENSRNOT00000003971.7,protein_coding
ENSRNOG00000040257,ENSRNOG00000040257.4,ENSRNOT00000000904,ENSRNOT00000000904.7,protein_coding
ENSRNOG00000005763,ENSRNOG00000005763.7,ENSRNOT00000007623,ENSRNOT00000007623.7,protein_coding
ENSRNOG00000008862,ENSRNOG00000008862.7,ENSRNOT00000012534,ENSRNOT00000012534.6,protein_coding
ENSRNOG00000012898,ENSRNOG00000012898.3,ENSRNOT00000017200,ENSRNOT00000017200.3,pseudogene
ENSRNOG00000018711,ENSRNOG00000018711.6,ENSRNOT00000025293,ENSRNOT00000025293.6,protein_coding
ENSRNOG00000049716,ENSRNOG00000049716.1,ENSRNOT00000071686,ENSRNOT00000071686.1,protein_coding
ENSRNOG00000048976,ENSRNOG00000048976.3,ENSRNOT00000075616,ENSRNOT00000075616.2,protein_coding
ENSRNOG00000023342,ENSRNOG00000023342.7,ENSRNOT00000036314,ENSRNOT00000036314.7,protein_coding
ENSRNOG00000020159,ENSRNOG00000020159.5,ENSRNOT00000027318,ENSRNOT00000027318.5,protein_coding
ENSRNOG00000047970,ENSRNOG00000047970.2,ENSRNOT00000072056,ENSRNOT00000072056.2,protein_coding
ENSRNOG00000025715,ENSRNOG00000025715.5,ENSRNOT00000067854,ENSRNOT00000067854.2,protein_coding
ENSRNOG00000014779,ENSRNOG00000014779.5,ENSRNOT00000020155,ENSRNOT00000020155.3,protein_coding
ENSRNOG00000021100,ENSRNOG00000021100.4,ENSRNOT00000028642,ENSRNOT00000028642.4,protein_coding
ENSRNOG00000020979,ENSRNOG00000020979.5,ENSRNOT00000028484,ENSRNOT00000028484.4,protein_coding
ENSRNOG00000060973,ENSRNOG00000060973.1,ENSRNOT00000085892,ENSRNOT00000085892.1,protein_coding
ENSRNOG00000006741,ENSRNOG00000006741.7,ENSRNOT00000037453,ENSRNOT00000037453.6,protein_coding
ENSRNOG00000047175,ENSRNOG00000047175.3,ENSRNOT00000071248,ENSRNOT00000071248.2,protein_coding
ENSRNOG00000047175,ENSRNOG00000047175.3,ENSRNOT00000075545,ENSRNOT00000075545.3,protein_coding
ENSRNOG00000039906,ENSRNOG00000039906.5,ENSRNOT00000006553,ENSRNOT00000006553.7,protein_coding
ENSRNOG00000039906,ENSRNOG00000039906.5,ENSRNOT00000074271,ENSRNOT00000074271.3,protein_coding
ENSRNOG00000036667,ENSRNOG00000036667.3,ENSRNOT00000054924,ENSRNOT00000054924.3,protein_coding
ENSRNOG00000018214,ENSRNOG00000018214.6,ENSRNOT00000024695,ENSRNOT00000024695.6,protein_coding
ENSRNOG00000018214,ENSRNOG00000018214.6,ENSRNOT00000024526,ENSRNOT00000024526.4,protein_coding
ENSRNOG00000037315,ENSRNOG00000037315.4,ENSRNOT00000048323,ENSRNOT00000048323.5,protein_coding
ENSRNOG00000036688,ENSRNOG00000036688.2,ENSRNOT00000054957,ENSRNOT00000054957.2,protein_coding
ENSRNOG00000042960,ENSRNOG00000042960.2,ENSRNOT00000068216,ENSRNOT00000068216.2,protein_coding
ENSRNOG00000039260,ENSRNOG00000039260.4,ENSRNOT00000060125,ENSRNOT00000060125.3,protein_coding
ENSRNOG00000039260,ENSRNOG00000039260.4,ENSRNOT00000080220,ENSRNOT00000080220.1,protein_coding
ENSRNOG00000031730,ENSRNOG00000031730.5,ENSRNOT00000050236,ENSRNOT00000050236.4,protein_coding
ENSRNOG00000031730,ENSRNOG00000031730.5,ENSRNOT00000090313,ENSRNOT00000090313.1,protein_coding
ENSRNOG00000031730,ENSRNOG00000031730.5,ENSRNOT00000082813,ENSRNOT00000082813.1,protein_coding
ENSRNOG00000046258,ENSRNOG00000046258.2,ENSRNOT00000071848,ENSRNOT00000071848.2,protein_coding
ENSRNOG00000055768,ENSRNOG00000055768.1,ENSRNOT00000090281,ENSRNOT00000090281.1,snoRNA
ENSRNOG00000006884,ENSRNOG00000006884.6,ENSRNOT00000009068,ENSRNOT00000009068.5,protein_coding
ENSRNOG00000046276,ENSRNOG00000046276.2,ENSRNOT00000004147,ENSRNOT00000004147.5,protein_coding
ENSRNOG00000000697,ENSRNOG00000000697.4,ENSRNOT00000000886,ENSRNOT00000000886.4,protein_coding
ENSRNOG00000060656,ENSRNOG00000060656.1,ENSRNOT00000079948,ENSRNOT00000079948.1,protein_coding
ENSRNOG00000058061,ENSRNOG00000058061.1,ENSRNOT00000090523,ENSRNOT00000090523.1,snRNA
ENSRNOG00000036337,ENSRNOG00000036337.1,ENSRNOT00000054458,ENSRNOT00000054458.1,miRNA
ENSRNOG00000050022,ENSRNOG00000050022.1,ENSRNOT00000073935,ENSRNOT00000073935.1,miRNA
ENSRNOG00000059307,ENSRNOG00000059307.1,ENSRNOT00000084167,ENSRNOT00000084167.1,snoRNA
ENSRNOG00000023659,ENSRNOG00000023659.4,ENSRNOT00000028992,ENSRNOT00000028992.4,protein_coding
ENSRNOG00000054405,ENSRNOG00000054405.1,ENSRNOT00000085983,ENSRNOT00000085983.1,protein_coding
ENSRNOG00000060789,ENSRNOG00000060789.1,ENSRNOT00000089842,ENSRNOT00000089842.1,snRNA
ENSRNOG00000054685,ENSRNOG00000054685.1,ENSRNOT00000083735,ENSRNOT00000083735.1,misc_RNA
ENSRNOG00000059493,ENSRNOG00000059493.1,ENSRNOT00000085020,ENSRNOT00000085020.1,protein_coding
ENSRNOG00000056819,ENSRNOG00000056819.1,ENSRNOT00000085109,ENSRNOT00000085109.1,protein_coding
ENSRNOG00000053909,ENSRNOG00000053909.1,ENSRNOT00000087707,ENSRNOT00000087707.1,misc_RNA
ENSRNOG00000061106,ENSRNOG00000061106.1,ENSRNOT00000078901,ENSRNOT00000078901.1,snRNA
ENSRNOG00000028701,ENSRNOG00000028701.6,ENSRNOT00000061904,ENSRNOT00000061904.4,protein_coding
ENSRNOG00000060905,ENSRNOG00000060905.1,ENSRNOT00000092218,ENSRNOT00000092218.1,protein_coding
ENSRNOG00000051730,ENSRNOG00000051730.1,ENSRNOT00000081000,ENSRNOT00000081000.1,snoRNA
ENSRNOG00000034191,ENSRNOG00000034191.4,ENSRNOT00000041908,ENSRNOT00000041908.3,protein_coding
ENSRNOG00000034191,ENSRNOG00000034191.4,ENSRNOT00000081551,ENSRNOT00000081551.1,protein_coding
