Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Transcript type
ENSRNOG00000027491,ENSRNOG00000027491.4,ENSRNOT00000035814,ENSRNOT00000035814.3,protein_coding
ENSRNOG00000048489,ENSRNOG00000048489.1,ENSRNOT00000072734,ENSRNOT00000072734.1,protein_coding
ENSRNOG00000060628,ENSRNOG00000060628.1,ENSRNOT00000088118,ENSRNOT00000088118.1,lincRNA
ENSRNOG00000055912,ENSRNOG00000055912.1,ENSRNOT00000084358,ENSRNOT00000084358.1,lincRNA
ENSRNOG00000005783,ENSRNOG00000005783.8,ENSRNOT00000007828,ENSRNOT00000007828.8,protein_coding
ENSRNOG00000057377,ENSRNOG00000057377.1,ENSRNOT00000084436,ENSRNOT00000084436.1,snoRNA
ENSRNOG00000057927,ENSRNOG00000057927.1,ENSRNOT00000090331,ENSRNOT00000090331.1,lincRNA
ENSRNOG00000018749,ENSRNOG00000018749.6,ENSRNOT00000025346,ENSRNOT00000025346.6,protein_coding
ENSRNOG00000026577,ENSRNOG00000026577.5,ENSRNOT00000016749,ENSRNOT00000016749.6,protein_coding
ENSRNOG00000053451,ENSRNOG00000053451.1,ENSRNOT00000082682,ENSRNOT00000082682.1,protein_coding
ENSRNOG00000059233,ENSRNOG00000059233.1,ENSRNOT00000080667,ENSRNOT00000080667.1,lincRNA
ENSRNOG00000005576,ENSRNOG00000005576.5,ENSRNOT00000007927,ENSRNOT00000007927.5,protein_coding
ENSRNOG00000005951,ENSRNOG00000005951.5,ENSRNOT00000007800,ENSRNOT00000007800.5,processed_pseudogene
ENSRNOG00000013792,ENSRNOG00000013792.6,ENSRNOT00000077596,ENSRNOT00000077596.1,protein_coding
ENSRNOG00000013792,ENSRNOG00000013792.6,ENSRNOT00000077480,ENSRNOT00000077480.1,protein_coding
ENSRNOG00000013792,ENSRNOG00000013792.6,ENSRNOT00000018503,ENSRNOT00000018503.6,protein_coding
ENSRNOG00000013792,ENSRNOG00000013792.6,ENSRNOT00000081815,ENSRNOT00000081815.1,protein_coding
ENSRNOG00000039469,ENSRNOG00000039469.1,ENSRNOT00000060484,ENSRNOT00000060484.1,protein_coding
ENSRNOG00000057843,ENSRNOG00000057843.1,ENSRNOT00000089021,ENSRNOT00000089021.1,lincRNA
ENSRNOG00000036913,ENSRNOG00000036913.4,ENSRNOT00000055437,ENSRNOT00000055437.4,protein_coding
ENSRNOG00000045798,ENSRNOG00000045798.1,ENSRNOT00000073711,ENSRNOT00000073711.1,rRNA
ENSRNOG00000058648,ENSRNOG00000058648.1,ENSRNOT00000091030,ENSRNOT00000091030.1,protein_coding
ENSRNOG00000057646,ENSRNOG00000057646.1,ENSRNOT00000080711,ENSRNOT00000080711.1,lincRNA
ENSRNOG00000052691,ENSRNOG00000052691.1,ENSRNOT00000080798,ENSRNOT00000080798.1,lincRNA
ENSRNOG00000058869,ENSRNOG00000058869.1,ENSRNOT00000079650,ENSRNOT00000079650.1,processed_pseudogene
ENSRNOG00000006305,ENSRNOG00000006305.5,ENSRNOT00000039002,ENSRNOT00000039002.3,protein_coding
ENSRNOG00000052240,ENSRNOG00000052240.1,ENSRNOT00000079408,ENSRNOT00000079408.1,snRNA
ENSRNOG00000033984,ENSRNOG00000033984.5,ENSRNOT00000049459,ENSRNOT00000049459.5,protein_coding
ENSRNOG00000003104,ENSRNOG00000003104.7,ENSRNOT00000004248,ENSRNOT00000004248.6,protein_coding
ENSRNOG00000047270,ENSRNOG00000047270.1,ENSRNOT00000074331,ENSRNOT00000074331.1,miRNA
ENSRNOG00000011568,ENSRNOG00000011568.5,ENSRNOT00000015395,ENSRNOT00000015395.5,protein_coding
ENSRNOG00000016705,ENSRNOG00000016705.7,ENSRNOT00000022902,ENSRNOT00000022902.7,protein_coding
ENSRNOG00000016705,ENSRNOG00000016705.7,ENSRNOT00000081993,ENSRNOT00000081993.1,protein_coding
ENSRNOG00000012709,ENSRNOG00000012709.4,ENSRNOT00000016948,ENSRNOT00000016948.4,protein_coding
ENSRNOG00000011503,ENSRNOG00000011503.8,ENSRNOT00000015338,ENSRNOT00000015338.7,protein_coding
ENSRNOG00000017832,ENSRNOG00000017832.6,ENSRNOT00000050631,ENSRNOT00000050631.4,protein_coding
ENSRNOG00000052484,ENSRNOG00000052484.1,ENSRNOT00000087903,ENSRNOT00000087903.1,misc_RNA
ENSRNOG00000038258,ENSRNOG00000038258.4,ENSRNOT00000058237,ENSRNOT00000058237.4,protein_coding
ENSRNOG00000058607,ENSRNOG00000058607.1,ENSRNOT00000089430,ENSRNOT00000089430.1,snoRNA
ENSRNOG00000006400,ENSRNOG00000006400.7,ENSRNOT00000085534,ENSRNOT00000085534.1,protein_coding
ENSRNOG00000006400,ENSRNOG00000006400.7,ENSRNOT00000058414,ENSRNOT00000058414.3,protein_coding
ENSRNOG00000006400,ENSRNOG00000006400.7,ENSRNOT00000077846,ENSRNOT00000077846.1,protein_coding
ENSRNOG00000006400,ENSRNOG00000006400.7,ENSRNOT00000082704,ENSRNOT00000082704.1,protein_coding
ENSRNOG00000055133,ENSRNOG00000055133.1,ENSRNOT00000090864,ENSRNOT00000090864.1,snoRNA
ENSRNOG00000006359,ENSRNOG00000006359.5,ENSRNOT00000008525,ENSRNOT00000008525.5,protein_coding
ENSRNOG00000012629,ENSRNOG00000012629.4,ENSRNOT00000090385,ENSRNOT00000090385.1,protein_coding
ENSRNOG00000012629,ENSRNOG00000012629.4,ENSRNOT00000016933,ENSRNOT00000016933.4,protein_coding
ENSRNOG00000054960,ENSRNOG00000054960.1,ENSRNOT00000083928,ENSRNOT00000083928.1,snRNA
ENSRNOG00000001783,ENSRNOG00000001783.6,ENSRNOT00000002429,ENSRNOT00000002429.5,protein_coding
ENSRNOG00000001581,ENSRNOG00000001581.5,ENSRNOT00000002148,ENSRNOT00000002148.5,protein_coding
ENSRNOG00000005290,ENSRNOG00000005290.5,ENSRNOT00000007100,ENSRNOT00000007100.5,protein_coding
ENSRNOG00000011213,ENSRNOG00000011213.7,ENSRNOT00000015065,ENSRNOT00000015065.7,protein_coding
ENSRNOG00000010028,ENSRNOG00000010028.4,ENSRNOT00000013390,ENSRNOT00000013390.4,protein_coding
ENSRNOG00000005277,ENSRNOG00000005277.5,ENSRNOT00000007597,ENSRNOT00000007597.5,protein_coding
ENSRNOG00000051503,ENSRNOG00000051503.1,ENSRNOT00000077574,ENSRNOT00000077574.1,snRNA
ENSRNOG00000031519,ENSRNOG00000031519.4,ENSRNOT00000048715,ENSRNOT00000048715.4,protein_coding
ENSRNOG00000028085,ENSRNOG00000028085.6,ENSRNOT00000077697,ENSRNOT00000077697.1,protein_coding
ENSRNOG00000028085,ENSRNOG00000028085.6,ENSRNOT00000036472,ENSRNOT00000036472.6,protein_coding
ENSRNOG00000001455,ENSRNOG00000001455.5,ENSRNOT00000066447,ENSRNOT00000066447.1,protein_coding
ENSRNOG00000001353,ENSRNOG00000001353.4,ENSRNOT00000001827,ENSRNOT00000001827.4,protein_coding
ENSRNOG00000060556,ENSRNOG00000060556.1,ENSRNOT00000078546,ENSRNOT00000078546.1,snRNA
ENSRNOG00000015932,ENSRNOG00000015932.5,ENSRNOT00000021544,ENSRNOT00000021544.5,protein_coding
ENSRNOG00000003626,ENSRNOG00000003626.6,ENSRNOT00000004836,ENSRNOT00000004836.6,protein_coding
ENSRNOG00000049526,ENSRNOG00000049526.1,ENSRNOT00000063042,ENSRNOT00000063042.1,miRNA
ENSRNOG00000034101,ENSRNOG00000034101.3,ENSRNOT00000051024,ENSRNOT00000051024.3,protein_coding
ENSRNOG00000036631,ENSRNOG00000036631.4,ENSRNOT00000054808,ENSRNOT00000054808.4,protein_coding
ENSRNOG00000052538,ENSRNOG00000052538.1,ENSRNOT00000090677,ENSRNOT00000090677.1,snoRNA
ENSRNOG00000002607,ENSRNOG00000002607.6,ENSRNOT00000003511,ENSRNOT00000003511.6,protein_coding
ENSRNOG00000014076,ENSRNOG00000014076.7,ENSRNOT00000088461,ENSRNOT00000088461.1,protein_coding
ENSRNOG00000014076,ENSRNOG00000014076.7,ENSRNOT00000036808,ENSRNOT00000036808.5,protein_coding
ENSRNOG00000060695,ENSRNOG00000060695.1,ENSRNOT00000088583,ENSRNOT00000088583.1,snoRNA
ENSRNOG00000015289,ENSRNOG00000015289.2,ENSRNOT00000020514,ENSRNOT00000020514.2,protein_coding
ENSRNOG00000046848,ENSRNOG00000046848.2,ENSRNOT00000074047,ENSRNOT00000074047.2,protein_coding
ENSRNOG00000021438,ENSRNOG00000021438.3,ENSRNOT00000033450,ENSRNOT00000033450.3,protein_coding
ENSRNOG00000016367,ENSRNOG00000016367.7,ENSRNOT00000022214,ENSRNOT00000022214.7,protein_coding
ENSRNOG00000016367,ENSRNOG00000016367.7,ENSRNOT00000088676,ENSRNOT00000088676.1,protein_coding
ENSRNOG00000007758,ENSRNOG00000007758.6,ENSRNOT00000029039,ENSRNOT00000029039.5,protein_coding
ENSRNOG00000052210,ENSRNOG00000052210.1,ENSRNOT00000081490,ENSRNOT00000081490.1,snoRNA
ENSRNOG00000025925,ENSRNOG00000025925.4,ENSRNOT00000035623,ENSRNOT00000035623.4,protein_coding
ENSRNOG00000058558,ENSRNOG00000058558.1,ENSRNOT00000085868,ENSRNOT00000085868.1,miRNA
ENSRNOG00000010254,ENSRNOG00000010254.2,ENSRNOT00000013618,ENSRNOT00000013618.2,protein_coding
ENSRNOG00000004144,ENSRNOG00000004144.6,ENSRNOT00000058849,ENSRNOT00000058849.3,pseudogene
ENSRNOG00000060677,ENSRNOG00000060677.1,ENSRNOT00000087829,ENSRNOT00000087829.1,snRNA
ENSRNOG00000051509,ENSRNOG00000051509.1,ENSRNOT00000085425,ENSRNOT00000085425.1,misc_RNA
ENSRNOG00000020637,ENSRNOG00000020637.4,ENSRNOT00000028007,ENSRNOT00000028007.4,protein_coding
ENSRNOG00000054051,ENSRNOG00000054051.1,ENSRNOT00000085021,ENSRNOT00000085021.1,snRNA
ENSRNOG00000060023,ENSRNOG00000060023.1,ENSRNOT00000079089,ENSRNOT00000079089.1,pseudogene
ENSRNOG00000038095,ENSRNOG00000038095.3,ENSRNOT00000019018,ENSRNOT00000019018.6,protein_coding
ENSRNOG00000038095,ENSRNOG00000038095.3,ENSRNOT00000082923,ENSRNOT00000082923.1,protein_coding
ENSRNOG00000046020,ENSRNOG00000046020.1,ENSRNOT00000054630,ENSRNOT00000054630.2,miRNA
ENSRNOG00000061151,ENSRNOG00000061151.1,ENSRNOT00000072763,ENSRNOT00000072763.2,pseudogene
ENSRNOG00000014258,ENSRNOG00000014258.4,ENSRNOT00000019121,ENSRNOT00000019121.4,protein_coding
ENSRNOG00000061931,ENSRNOG00000061931.1,ENSRNOT00000077818,ENSRNOT00000077818.1,snRNA
ENSRNOG00000050474,ENSRNOG00000050474.2,ENSRNOT00000072334,ENSRNOT00000072334.2,protein_coding
ENSRNOG00000005587,ENSRNOG00000005587.4,ENSRNOT00000007624,ENSRNOT00000007624.4,protein_coding
ENSRNOG00000011421,ENSRNOG00000011421.7,ENSRNOT00000015250,ENSRNOT00000015250.7,protein_coding
ENSRNOG00000011421,ENSRNOG00000011421.7,ENSRNOT00000079957,ENSRNOT00000079957.1,protein_coding
ENSRNOG00000042833,ENSRNOG00000042833.3,ENSRNOT00000043156,ENSRNOT00000043156.5,protein_coding
ENSRNOG00000059323,ENSRNOG00000059323.1,ENSRNOT00000089011,ENSRNOT00000089011.1,snoRNA
ENSRNOG00000058342,ENSRNOG00000058342.1,ENSRNOT00000078895,ENSRNOT00000078895.1,lincRNA
ENSRNOG00000033265,ENSRNOG00000033265.3,ENSRNOT00000045014,ENSRNOT00000045014.3,protein_coding
ENSRNOG00000001203,ENSRNOG00000001203.7,ENSRNOT00000001597,ENSRNOT00000001597.7,protein_coding
ENSRNOG00000053823,ENSRNOG00000053823.1,ENSRNOT00000078198,ENSRNOT00000078198.1,snRNA
ENSRNOG00000049873,ENSRNOG00000049873.1,ENSRNOT00000072160,ENSRNOT00000072160.1,protein_coding
ENSRNOG00000053828,ENSRNOG00000053828.1,ENSRNOT00000086122,ENSRNOT00000086122.1,protein_coding
ENSRNOG00000051797,ENSRNOG00000051797.1,ENSRNOT00000083332,ENSRNOT00000083332.1,lincRNA
ENSRNOG00000059977,ENSRNOG00000059977.1,ENSRNOT00000086448,ENSRNOT00000086448.1,snRNA
ENSRNOG00000032630,ENSRNOG00000032630.5,ENSRNOT00000081305,ENSRNOT00000081305.1,protein_coding
ENSRNOG00000032630,ENSRNOG00000032630.5,ENSRNOT00000046368,ENSRNOT00000046368.1,protein_coding
ENSRNOG00000013474,ENSRNOG00000013474.8,ENSRNOT00000018000,ENSRNOT00000018000.8,protein_coding
ENSRNOG00000053299,ENSRNOG00000053299.1,ENSRNOT00000078406,ENSRNOT00000078406.1,scaRNA
ENSRNOG00000058735,ENSRNOG00000058735.1,ENSRNOT00000090280,ENSRNOT00000090280.1,lincRNA
ENSRNOG00000021752,ENSRNOG00000021752.5,ENSRNOT00000039482,ENSRNOT00000039482.5,pseudogene
ENSRNOG00000052263,ENSRNOG00000052263.1,ENSRNOT00000086199,ENSRNOT00000086199.1,snRNA
ENSRNOG00000020849,ENSRNOG00000020849.5,ENSRNOT00000028287,ENSRNOT00000028287.4,protein_coding
ENSRNOG00000021157,ENSRNOG00000021157.7,ENSRNOT00000028732,ENSRNOT00000028732.7,protein_coding
ENSRNOG00000007683,ENSRNOG00000007683.5,ENSRNOT00000010126,ENSRNOT00000010126.5,protein_coding
ENSRNOG00000012263,ENSRNOG00000012263.6,ENSRNOT00000016882,ENSRNOT00000016882.5,protein_coding
ENSRNOG00000058462,ENSRNOG00000058462.1,ENSRNOT00000086954,ENSRNOT00000086954.1,lincRNA
ENSRNOG00000002848,ENSRNOG00000002848.7,ENSRNOT00000066674,ENSRNOT00000066674.2,protein_coding
ENSRNOG00000058747,ENSRNOG00000058747.1,ENSRNOT00000088625,ENSRNOT00000088625.1,snRNA
ENSRNOG00000004673,ENSRNOG00000004673.7,ENSRNOT00000006172,ENSRNOT00000006172.7,protein_coding
ENSRNOG00000060999,ENSRNOG00000060999.1,ENSRNOT00000077644,ENSRNOT00000077644.1,lincRNA
ENSRNOG00000047841,ENSRNOG00000047841.1,ENSRNOT00000075763,ENSRNOT00000075763.1,miRNA
ENSRNOG00000054411,ENSRNOG00000054411.1,ENSRNOT00000087869,ENSRNOT00000087869.1,miRNA
ENSRNOG00000059599,ENSRNOG00000059599.1,ENSRNOT00000077076,ENSRNOT00000077076.1,lincRNA
ENSRNOG00000020249,ENSRNOG00000020249.6,ENSRNOT00000027466,ENSRNOT00000027466.6,protein_coding
ENSRNOG00000006032,ENSRNOG00000006032.6,ENSRNOT00000007946,ENSRNOT00000007946.6,protein_coding
ENSRNOG00000058766,ENSRNOG00000058766.1,ENSRNOT00000085607,ENSRNOT00000085607.1,protein_coding
ENSRNOG00000056391,ENSRNOG00000056391.1,ENSRNOT00000077891,ENSRNOT00000077891.1,snoRNA
ENSRNOG00000029649,ENSRNOG00000029649.2,ENSRNOT00000043249,ENSRNOT00000043249.2,protein_coding
ENSRNOG00000059743,ENSRNOG00000059743.1,ENSRNOT00000089051,ENSRNOT00000089051.1,lincRNA
ENSRNOG00000061909,ENSRNOG00000061909.1,ENSRNOT00000090934,ENSRNOT00000090934.1,snoRNA
ENSRNOG00000018623,ENSRNOG00000018623.6,ENSRNOT00000067197,ENSRNOT00000067197.2,protein_coding
ENSRNOG00000053472,ENSRNOG00000053472.1,ENSRNOT00000083444,ENSRNOT00000083444.1,lincRNA
ENSRNOG00000053472,ENSRNOG00000053472.1,ENSRNOT00000082424,ENSRNOT00000082424.1,lincRNA
ENSRNOG00000060583,ENSRNOG00000060583.1,ENSRNOT00000090681,ENSRNOT00000090681.1,snRNA
ENSRNOG00000029859,ENSRNOG00000029859.2,ENSRNOT00000049703,ENSRNOT00000049703.2,protein_coding
ENSRNOG00000024924,ENSRNOG00000024924.3,ENSRNOT00000037795,ENSRNOT00000037795.3,protein_coding
ENSRNOG00000059842,ENSRNOG00000059842.1,ENSRNOT00000089486,ENSRNOT00000089486.1,pseudogene
ENSRNOG00000047683,ENSRNOG00000047683.2,ENSRNOT00000072647,ENSRNOT00000072647.2,protein_coding
ENSRNOG00000061878,ENSRNOG00000061878.1,ENSRNOT00000084338,ENSRNOT00000084338.1,snRNA
ENSRNOG00000015528,ENSRNOG00000015528.7,ENSRNOT00000080962,ENSRNOT00000080962.1,protein_coding
ENSRNOG00000015528,ENSRNOG00000015528.7,ENSRNOT00000021258,ENSRNOT00000021258.7,protein_coding
ENSRNOG00000041315,ENSRNOG00000041315.1,ENSRNOT00000063068,ENSRNOT00000063068.1,miRNA
ENSRNOG00000050859,ENSRNOG00000050859.1,ENSRNOT00000072338,ENSRNOT00000072338.1,protein_coding
ENSRNOG00000003328,ENSRNOG00000003328.4,ENSRNOT00000004999,ENSRNOT00000004999.4,protein_coding
ENSRNOG00000055844,ENSRNOG00000055844.1,ENSRNOT00000077674,ENSRNOT00000077674.1,snoRNA
ENSRNOG00000044786,ENSRNOG00000044786.1,ENSRNOT00000070053,ENSRNOT00000070053.1,rRNA
ENSRNOG00000022717,ENSRNOG00000022717.5,ENSRNOT00000036629,ENSRNOT00000036629.5,protein_coding
ENSRNOG00000008190,ENSRNOG00000008190.6,ENSRNOT00000011633,ENSRNOT00000011633.5,protein_coding
ENSRNOG00000021918,ENSRNOG00000021918.6,ENSRNOT00000090078,ENSRNOT00000090078.1,protein_coding
ENSRNOG00000021918,ENSRNOG00000021918.6,ENSRNOT00000029431,ENSRNOT00000029431.5,protein_coding
ENSRNOG00000000001,ENSRNOG00000000001.5,ENSRNOT00000055633,ENSRNOT00000055633.2,pseudogene
ENSRNOG00000044524,ENSRNOG00000044524.2,ENSRNOT00000069791,ENSRNOT00000069791.2,miRNA
ENSRNOG00000004481,ENSRNOG00000004481.5,ENSRNOT00000005961,ENSRNOT00000005961.5,protein_coding
ENSRNOG00000007456,ENSRNOG00000007456.4,ENSRNOT00000010845,ENSRNOT00000010845.4,protein_coding
ENSRNOG00000011803,ENSRNOG00000011803.5,ENSRNOT00000015705,ENSRNOT00000015705.5,protein_coding
ENSRNOG00000057316,ENSRNOG00000057316.1,ENSRNOT00000081514,ENSRNOT00000081514.1,snoRNA
ENSRNOG00000020197,ENSRNOG00000020197.4,ENSRNOT00000027339,ENSRNOT00000027339.4,protein_coding
ENSRNOG00000012771,ENSRNOG00000012771.5,ENSRNOT00000018114,ENSRNOT00000018114.5,protein_coding
ENSRNOG00000048666,ENSRNOG00000048666.1,ENSRNOT00000072142,ENSRNOT00000072142.1,miRNA
ENSRNOG00000005539,ENSRNOG00000005539.7,ENSRNOT00000007917,ENSRNOT00000007917.7,protein_coding
ENSRNOG00000045695,ENSRNOG00000045695.2,ENSRNOT00000067009,ENSRNOT00000067009.3,protein_coding
ENSRNOG00000056450,ENSRNOG00000056450.1,ENSRNOT00000091995,ENSRNOT00000091995.1,snoRNA
ENSRNOG00000024934,ENSRNOG00000024934.6,ENSRNOT00000049076,ENSRNOT00000049076.5,protein_coding
ENSRNOG00000024934,ENSRNOG00000024934.6,ENSRNOT00000090114,ENSRNOT00000090114.1,protein_coding
ENSRNOG00000003217,ENSRNOG00000003217.3,ENSRNOT00000004320,ENSRNOT00000004320.3,protein_coding
ENSRNOG00000053022,ENSRNOG00000053022.1,ENSRNOT00000087369,ENSRNOT00000087369.1,protein_coding
ENSRNOG00000045641,ENSRNOG00000045641.2,ENSRNOT00000075752,ENSRNOT00000075752.2,protein_coding
ENSRNOG00000054697,ENSRNOG00000054697.1,ENSRNOT00000082185,ENSRNOT00000082185.1,protein_coding
ENSRNOG00000061745,ENSRNOG00000061745.1,ENSRNOT00000079666,ENSRNOT00000079666.1,misc_RNA
ENSRNOG00000029974,ENSRNOG00000029974.4,ENSRNOT00000048690,ENSRNOT00000048690.4,protein_coding
ENSRNOG00000054901,ENSRNOG00000054901.1,ENSRNOT00000090575,ENSRNOT00000090575.1,protein_coding
ENSRNOG00000058043,ENSRNOG00000058043.1,ENSRNOT00000082724,ENSRNOT00000082724.1,misc_RNA
ENSRNOG00000030899,ENSRNOG00000030899.1,ENSRNOT00000050899,ENSRNOT00000050899.1,protein_coding
ENSRNOG00000048997,ENSRNOG00000048997.1,ENSRNOT00000074464,ENSRNOT00000074464.1,miRNA
ENSRNOG00000061231,ENSRNOG00000061231.1,ENSRNOT00000081123,ENSRNOT00000081123.1,protein_coding
ENSRNOG00000058844,ENSRNOG00000058844.1,ENSRNOT00000083584,ENSRNOT00000083584.1,snRNA
ENSRNOG00000060036,ENSRNOG00000060036.1,ENSRNOT00000091776,ENSRNOT00000091776.1,snRNA
ENSRNOG00000057937,ENSRNOG00000057937.1,ENSRNOT00000086070,ENSRNOT00000086070.1,snRNA
ENSRNOG00000024494,ENSRNOG00000024494.4,ENSRNOT00000065354,ENSRNOT00000065354.2,protein_coding
ENSRNOG00000049664,ENSRNOG00000049664.1,ENSRNOT00000074884,ENSRNOT00000074884.1,miRNA
ENSRNOG00000055214,ENSRNOG00000055214.1,ENSRNOT00000083311,ENSRNOT00000083311.1,snoRNA
ENSRNOG00000060148,ENSRNOG00000060148.1,ENSRNOT00000077373,ENSRNOT00000077373.1,snRNA
ENSRNOG00000051886,ENSRNOG00000051886.1,ENSRNOT00000079281,ENSRNOT00000079281.1,snRNA
ENSRNOG00000016562,ENSRNOG00000016562.5,ENSRNOT00000022304,ENSRNOT00000022304.4,protein_coding
ENSRNOG00000057524,ENSRNOG00000057524.1,ENSRNOT00000084572,ENSRNOT00000084572.1,snRNA
ENSRNOG00000056929,ENSRNOG00000056929.1,ENSRNOT00000083179,ENSRNOT00000083179.1,snRNA
ENSRNOG00000058508,ENSRNOG00000058508.1,ENSRNOT00000082395,ENSRNOT00000082395.1,snRNA
ENSRNOG00000018063,ENSRNOG00000018063.6,ENSRNOT00000024557,ENSRNOT00000024557.6,protein_coding
ENSRNOG00000056638,ENSRNOG00000056638.1,ENSRNOT00000085180,ENSRNOT00000085180.1,miRNA
ENSRNOG00000053926,ENSRNOG00000053926.1,ENSRNOT00000087288,ENSRNOT00000087288.1,snoRNA
ENSRNOG00000023830,ENSRNOG00000023830.4,ENSRNOT00000014887,ENSRNOT00000014887.5,protein_coding
ENSRNOG00000017560,ENSRNOG00000017560.5,ENSRNOT00000033978,ENSRNOT00000033978.3,protein_coding
ENSRNOG00000060300,ENSRNOG00000060300.1,ENSRNOT00000081720,ENSRNOT00000081720.1,rRNA
ENSRNOG00000054983,ENSRNOG00000054983.1,ENSRNOT00000081653,ENSRNOT00000081653.1,scaRNA
ENSRNOG00000028556,ENSRNOG00000028556.5,ENSRNOT00000086231,ENSRNOT00000086231.1,protein_coding
ENSRNOG00000028556,ENSRNOG00000028556.5,ENSRNOT00000030891,ENSRNOT00000030891.4,protein_coding
ENSRNOG00000053617,ENSRNOG00000053617.1,ENSRNOT00000081799,ENSRNOT00000081799.1,lincRNA
ENSRNOG00000045570,ENSRNOG00000045570.1,ENSRNOT00000071437,ENSRNOT00000071437.1,protein_coding
ENSRNOG00000056778,ENSRNOG00000056778.1,ENSRNOT00000084119,ENSRNOT00000084119.1,lincRNA
ENSRNOG00000059788,ENSRNOG00000059788.1,ENSRNOT00000089413,ENSRNOT00000089413.1,snoRNA
ENSRNOG00000010838,ENSRNOG00000010838.5,ENSRNOT00000039911,ENSRNOT00000039911.3,protein_coding
ENSRNOG00000057312,ENSRNOG00000057312.1,ENSRNOT00000077763,ENSRNOT00000077763.1,protein_coding
ENSRNOG00000052902,ENSRNOG00000052902.1,ENSRNOT00000086691,ENSRNOT00000086691.1,lincRNA
ENSRNOG00000053894,ENSRNOG00000053894.1,ENSRNOT00000085287,ENSRNOT00000085287.1,snRNA
ENSRNOG00000053953,ENSRNOG00000053953.1,ENSRNOT00000079374,ENSRNOT00000079374.1,lincRNA
ENSRNOG00000054162,ENSRNOG00000054162.1,ENSRNOT00000083503,ENSRNOT00000083503.1,snRNA
ENSRNOG00000015249,ENSRNOG00000015249.5,ENSRNOT00000020499,ENSRNOT00000020499.5,protein_coding
ENSRNOG00000054144,ENSRNOG00000054144.1,ENSRNOT00000086364,ENSRNOT00000086364.1,lincRNA
ENSRNOG00000008596,ENSRNOG00000008596.7,ENSRNOT00000064196,ENSRNOT00000064196.2,protein_coding
ENSRNOG00000008596,ENSRNOG00000008596.7,ENSRNOT00000083812,ENSRNOT00000083812.1,protein_coding
ENSRNOG00000014907,ENSRNOG00000014907.5,ENSRNOT00000020015,ENSRNOT00000020015.5,protein_coding
ENSRNOG00000050584,ENSRNOG00000050584.1,ENSRNOT00000072333,ENSRNOT00000072333.1,miRNA
ENSRNOG00000044937,ENSRNOG00000044937.1,ENSRNOT00000070204,ENSRNOT00000070204.1,rRNA
ENSRNOG00000020981,ENSRNOG00000020981.6,ENSRNOT00000028479,ENSRNOT00000028479.6,protein_coding
ENSRNOG00000001153,ENSRNOG00000001153.3,ENSRNOT00000001525,ENSRNOT00000001525.3,protein_coding
ENSRNOG00000005067,ENSRNOG00000005067.5,ENSRNOT00000006725,ENSRNOT00000006725.5,protein_coding
ENSRNOG00000046962,ENSRNOG00000046962.2,ENSRNOT00000074354,ENSRNOT00000074354.1,protein_coding
ENSRNOG00000046962,ENSRNOG00000046962.2,ENSRNOT00000088317,ENSRNOT00000088317.1,protein_coding
ENSRNOG00000029670,ENSRNOG00000029670.1,ENSRNOT00000048598,ENSRNOT00000048598.1,protein_coding
ENSRNOG00000013938,ENSRNOG00000013938.5,ENSRNOT00000018931,ENSRNOT00000018931.5,protein_coding
ENSRNOG00000057887,ENSRNOG00000057887.1,ENSRNOT00000084201,ENSRNOT00000084201.1,snRNA
ENSRNOG00000019450,ENSRNOG00000019450.5,ENSRNOT00000026398,ENSRNOT00000026398.5,protein_coding
ENSRNOG00000058086,ENSRNOG00000058086.1,ENSRNOT00000083399,ENSRNOT00000083399.1,lincRNA
ENSRNOG00000055894,ENSRNOG00000055894.1,ENSRNOT00000082083,ENSRNOT00000082083.1,lincRNA
ENSRNOG00000014234,ENSRNOG00000014234.5,ENSRNOT00000019070,ENSRNOT00000019070.5,protein_coding
ENSRNOG00000014673,ENSRNOG00000014673.6,ENSRNOT00000019747,ENSRNOT00000019747.6,protein_coding
ENSRNOG00000048915,ENSRNOG00000048915.1,ENSRNOT00000074683,ENSRNOT00000074683.1,protein_coding
ENSRNOG00000052526,ENSRNOG00000052526.1,ENSRNOT00000087734,ENSRNOT00000087734.1,snRNA
ENSRNOG00000058232,ENSRNOG00000058232.1,ENSRNOT00000090625,ENSRNOT00000090625.1,snoRNA
ENSRNOG00000017637,ENSRNOG00000017637.5,ENSRNOT00000023865,ENSRNOT00000023865.3,protein_coding
ENSRNOG00000015280,ENSRNOG00000015280.7,ENSRNOT00000020750,ENSRNOT00000020750.7,protein_coding
ENSRNOG00000010230,ENSRNOG00000010230.7,ENSRNOT00000013845,ENSRNOT00000013845.7,protein_coding
ENSRNOG00000021771,ENSRNOG00000021771.4,ENSRNOT00000026170,ENSRNOT00000026170.5,protein_coding
ENSRNOG00000021771,ENSRNOG00000021771.4,ENSRNOT00000078776,ENSRNOT00000078776.1,protein_coding
ENSRNOG00000004711,ENSRNOG00000004711.7,ENSRNOT00000006521,ENSRNOT00000006521.6,protein_coding
ENSRNOG00000004711,ENSRNOG00000004711.7,ENSRNOT00000046456,ENSRNOT00000046456.3,protein_coding
ENSRNOG00000058445,ENSRNOG00000058445.1,ENSRNOT00000083773,ENSRNOT00000083773.1,snoRNA
ENSRNOG00000061268,ENSRNOG00000061268.1,ENSRNOT00000085572,ENSRNOT00000085572.1,lincRNA
